,purchase,maintenance,operation,miles,total
0,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
1,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
2,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
3,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
4,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
5,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
6,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
7,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
8,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
9,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
10,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
11,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
12,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
13,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
14,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
15,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
16,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
17,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
18,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
19,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
20,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
21,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
22,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
23,4717.808411002748,1132.9005222266794,4967.367408664411,1920.1703766553892,10818.076341893839
24,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
25,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
26,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
27,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
28,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
29,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
30,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
31,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
32,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
33,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
34,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
35,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
36,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
37,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
38,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
39,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
40,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
41,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
42,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
43,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
44,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
45,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
46,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
47,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
48,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
49,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
50,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
51,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
52,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
53,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
54,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
55,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
56,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
57,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
58,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
59,4812.164579222803,1132.9005222266794,2779.867408664411,1920.1703766553892,8724.932510113893
60,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
61,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
62,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
63,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
64,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
65,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
66,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
67,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
68,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
69,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
70,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
71,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
72,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
73,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
74,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
75,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
76,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
77,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
78,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
79,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
80,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
81,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
82,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
83,94.35616822005495,1132.9005222266794,384.0340753310779,1920.1703766553892,1611.2907657778123
