,purchase,maintenance,operation,miles,total
0,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
1,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
2,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
3,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
4,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
5,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
6,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
7,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
8,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
9,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
10,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
11,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
12,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
13,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
14,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
15,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
16,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
17,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
18,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
19,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
20,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
21,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
22,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
23,603.8794766083516,57.7716451907206,4272.581349516321,1925.7215063573533,4934.232471315393
24,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
25,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
26,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
27,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
28,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
29,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
30,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
31,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
32,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
33,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
34,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
35,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
36,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
37,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
38,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
39,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
40,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
41,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
42,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
43,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
44,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
45,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
46,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
47,1547.441158808901,77.02886025429414,4689.248016182988,1925.7215063573533,6313.718035246184
48,1641.797327028956,77.02886025429414,2501.7480161829876,1925.7215063573533,4220.574203466238
49,1641.797327028956,77.02886025429414,2501.7480161829876,1925.7215063573533,4220.574203466238
50,1641.797327028956,77.02886025429414,2501.7480161829876,1925.7215063573533,4220.574203466238
51,1641.797327028956,77.02886025429414,2501.7480161829876,1925.7215063573533,4220.574203466238
52,1641.797327028956,77.02886025429414,2501.7480161829876,1925.7215063573533,4220.574203466238
53,1641.797327028956,77.02886025429414,2501.7480161829876,1925.7215063573533,4220.574203466238
54,1641.797327028956,77.02886025429414,2501.7480161829876,1925.7215063573533,4220.574203466238
55,1641.797327028956,77.02886025429414,2501.7480161829876,1925.7215063573533,4220.574203466238
56,1641.797327028956,77.02886025429414,2501.7480161829876,1925.7215063573533,4220.574203466238
57,1641.797327028956,77.02886025429414,2501.7480161829876,1925.7215063573533,4220.574203466238
58,1641.797327028956,77.02886025429414,2501.7480161829876,1925.7215063573533,4220.574203466238
59,1641.797327028956,77.02886025429414,2501.7480161829876,1925.7215063573533,4220.574203466238
60,1037.9178504206045,77.02886025429414,2501.7480161829876,1925.7215063573533,3616.694726857886
61,1037.9178504206045,77.02886025429414,2501.7480161829876,1925.7215063573533,3616.694726857886
62,1037.9178504206045,77.02886025429414,2501.7480161829876,1925.7215063573533,3616.694726857886
63,1037.9178504206045,77.02886025429414,2501.7480161829876,1925.7215063573533,3616.694726857886
64,1037.9178504206045,77.02886025429414,2501.7480161829876,1925.7215063573533,3616.694726857886
65,1037.9178504206045,77.02886025429414,2501.7480161829876,1925.7215063573533,3616.694726857886
66,1037.9178504206045,77.02886025429414,2501.7480161829876,1925.7215063573533,3616.694726857886
67,1037.9178504206045,77.02886025429414,2501.7480161829876,1925.7215063573533,3616.694726857886
68,1037.9178504206045,77.02886025429414,2501.7480161829876,1925.7215063573533,3616.694726857886
69,1037.9178504206045,77.02886025429414,2501.7480161829876,1925.7215063573533,3616.694726857886
70,1037.9178504206045,77.02886025429414,2501.7480161829876,1925.7215063573533,3616.694726857886
71,1037.9178504206045,77.02886025429414,2501.7480161829876,1925.7215063573533,3616.694726857886
72,1037.9178504206045,77.02886025429414,105.91468284965443,1925.7215063573533,1220.861393524553
73,1037.9178504206045,77.02886025429414,105.91468284965443,1925.7215063573533,1220.861393524553
74,1037.9178504206045,77.02886025429414,105.91468284965443,1925.7215063573533,1220.861393524553
75,1037.9178504206045,77.02886025429414,105.91468284965443,1925.7215063573533,1220.861393524553
76,1037.9178504206045,77.02886025429414,105.91468284965443,1925.7215063573533,1220.861393524553
77,1037.9178504206045,77.02886025429414,105.91468284965443,1925.7215063573533,1220.861393524553
78,1037.9178504206045,77.02886025429414,105.91468284965443,1925.7215063573533,1220.861393524553
79,1037.9178504206045,77.02886025429414,105.91468284965443,1925.7215063573533,1220.861393524553
80,1037.9178504206045,77.02886025429414,105.91468284965443,1925.7215063573533,1220.861393524553
81,1037.9178504206045,77.02886025429414,105.91468284965443,1925.7215063573533,1220.861393524553
82,1037.9178504206045,77.02886025429414,105.91468284965443,1925.7215063573533,1220.861393524553
83,1037.9178504206045,77.02886025429414,105.91468284965443,1925.7215063573533,1220.861393524553
84,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
85,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
86,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
87,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
88,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
89,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
90,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
91,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
92,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
93,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
94,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
95,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
96,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
97,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
98,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
99,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
100,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
101,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
102,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
103,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
104,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
105,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
106,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
107,94.35616822005495,77.02886025429414,105.91468284965443,1925.7215063573533,277.2997113240035
108,0.0,77.02886025429414,105.91468284965443,1925.7215063573533,182.94354310394857
109,0.0,77.02886025429414,105.91468284965443,1925.7215063573533,182.94354310394857
110,0.0,77.02886025429414,105.91468284965443,1925.7215063573533,182.94354310394857
