,riders_left,daily_dist,completed_rides,wait_times_list
0,6,88.85947771301456,302,"[80.68620567939976, 206.00179429958268, 80.40089992184807, 349.8340046138329, 161.08710560124769, 0.0, 312.2407506047511, 114.0684483804605, 90.68620567939968, 0.0, 0.0, 327.2407506047514, 34.81581778025679, 179.2974725746708, 76.11868114865979, 239.04001041059405, 203.1723022242909, 133.63597291120072, 358.6175888452681, 148.8322103142507, 352.35796197287596, 193.06094467354296, 131.34770534286963, 209.2241926303368, 227.98766472920943, 146.86898358054987, 0.0, 0.0, 251.12206945609114, 113.71193515774166, 45.7590303483953, 246.12206945609114, 80.40089992184767, 0.0, 131.34770534286963, 318.3890199263951, 37.45113269004696, 199.2241926303368, 105.16466185563786, 0.0, 288.5732021461381, 33.6675484586126, 274.7990407589891, 122.48609654489064, 184.2974725746708, 0.0, 209.2241926303368, 152.30191432514766, 71.11868114865956, 355.5808155789682, 305.8646072920146, 0.0, 206.7486052647182, 347.0565683850082, 116.64041466167782, 211.0017942995828, 444.73626999392764, 171.08710560124837, 90.40089992184858, 66.8245968814208, 85.68620567939979, 623.4831690065121, 0.0, 271.9570620510276, 397.2851373038802, 322.24075060475116, 0.0, 143.83221031425, 412.2851373038802, 204.7546540598605, 68.89611737748419, 184.1128350795898, 35.1202751565088, 0.0, 39.92717533100404, 217.98766472920943, 187.5304832440197, 0.0, 221.0017942995828, 30.120275156508796, 265.9374319610106, 316.88423738203164, 351.6236376404104, 175.536532039162, 306.59893162448043, 193.17230222429134, 80.6862056794007, 85.40089992184767, 163.2451268932873, 40.759030348395754, 311.88423738203164, 143.8322103142491, 397.2851373038793, 123.63597291120095, 352.4693195236232, 154.29701729933186, 0.0, 0.0, 114.06844838045981, 541.1173476181284, 180.5365320391611, 198.17230222429134, 128.63597291120095, 270.93743196100877, 180.5365320391611, 203.17230222429134, 133.63597291120095, 119.06844838045981, 231.19803170263185, 163.2451268932873, 199.7546540598596, 301.5989316244795, 306.88423738203164, 203.17230222429134, 319.91931591549655, 234.23311023609676, 143.8322103142491, 66.8245968814208, 38.667548458612146, 279.79904075898776, 234.23311023609676, 0.0, 0.0, 357.4693195236232, 0.0, 185.5365320391611, 85.40089992184767, 113.7119351577403, 356.62363764040856, 288.573202146139, 125.3280752528517, 320.4605404224585, 69.93609293676491, 217.9876647292076, 255.41615372333035, 176.2833430042956, 346.52610695548356, 182.5304832440197, 253.4529269896302, 171.08710560124746, 129.0684483804598, 276.9570620510276, 87.8769425628052, 216.7486052647182, 362.05656838500727, 222.9876647292076, 283.2166889234195, 268.4529269896302, 0.0, 314.91931591549655, 45.66149966347075, 357.3579619728753, 232.98812000454745, 168.99562371146385, 181.2833430042956, 45.759030348395754, 0.0, 311.16645615522066, 211.0017942995837, 113.7119351577403, 34.81581778025611, 45.66149966347075, 125.3280752528517, 69.93609293676491, 222.9876647292076, 111.3472500675307, 350.5808155789673, 300.8646072920128, 187.5304832440197, 169.29701729933186, 372.1648621473705, 289.79904075898776, 108.7119351577403, 362.4693195236232, 73.89611737748419, 0.0, 351.6236376404122, 357.3579619728771, 214.23311023609858, 336.6236376404122, 203.17230222429498, 354.83400461383644, 166.08710560124746, 321.59893162448134, 276.95706205103124, 242.9881200045529, 44.927175331005856, 221.7486052647182, 76.11868114865865, 35.22856891887204, 0.0, 251.12206945609432, 40.22856891887204, 269.16028556710444, 319.40819474107775, 131.34770534287236, 39.927175331005856, 0.0, 293.57320214614083, 110.16466185564059, 71.82459688142262, 209.7546540598596, 113.71193515774212, 357.3579619728771, 232.9881200045529, 131.34770534287236, 76.11868114865865, 70.04438669912997, 0.0, 300.86460729201644, 204.7546540598596, 265.9374319610106, 359.83400461383644, 280.93788723635225, 216.7486052647182, 0.0, 239.04001041059382, 156.16306784778862, 138.63597291120095, 85.40089992184585, 372.469319523625, 113.71193515774212, 152.3019143251513, 92.8769425628052, 216.7486052647182, 35.22856891887204, 176.28334300429924, 166.08710560124746, 292.12047544824236, 33.667548458612146, 306.59893162448134, 208.17230222429498, 209.7546540598596, 260.9374319610106, 221.1980317026355, 357.469319523625, 239.98322297873165, 226.1980317026355, 45.66149966347075, 352.3579619728771, 298.57320214614083, 116.3472500675307, 244.04001041059382, 136.8689835805526, 87.36582138838276, 204.7546540598596, 224.23311023609858, 266.95706205103124, 246.12206945609432, 114.068448380458, 351.6236376404122, 198.17230222429498, 354.83400461383644, 0.0, 234.98322297873165, 35.120275156510615, 316.59893162448134, 171.08710560124746, 80.40089992184585, 148.83221031425273, 85.68620567940161, 0.0, 322.240750604753, 73.89611737748419, 42.94976723179934, 209.7546540598596, 357.469319523625, 226.1980317026355, 85.68620567940161, 357.469319523625, 154.29701729933004, 170.53653203916474, 52.94976723179934, 367.469319523625, 108.71193515774212, 351.6236376404122, 203.17230222429498, 119.068448380458, 314.9193159155002, 185.53653203916474, 198.17230222429498, 128.63597291120095, 118.71193515774212, 321.59893162448134, 193.06094467354706, 174.2974725746717, 71.11868114865865, 269.16028556710444, 357.0565683850109, 280.6447226422024, 146.16306784778862, 64.93609293676855, 300.86460729201644, 179.2974725746717, 163.99562371146385, 349.3353700720836, 198.17230222429498, 123.63597291120095, 353.6175888452708, 0.0, 362.3579619728771, 321.8842373820371, 216.7486052647182, 111.3472500675307]"
1,7,89.00871974892982,299,"[206.00179429958268, 161.08710560124783, 194.11283507958956, 112.48609654489093, 266.95706205102783, 124.0684483804605, 346.62363764041027, 359.83400461383314, 128.6359729112006, 352.46931952362365, 68.89611737748487, 316.5989316244809, 256.1220694560918, 125.32807525285239, 350.58081557896867, 258.64916439267995, 45.66149966347007, 193.06094467354342, 0.0, 116.34725006753206, 141.8689835805501, 278.5732021461383, 166.08710560124746, 143.83221031425046, 265.93743196101013, 86.42053001186514, 280.93788723634816, 110.16466185563786, 268.64916439267927, 402.28513730387976, 80.68620567939979, 352.46931952362274, 159.2970172993323, 0.0, 271.9570620510276, 168.24512689328594, 108.71193515774166, 229.23311023609813, 251.12206945609114, 204.75465405986006, 119.06844838046027, 117.48609654489064, 40.759030348395754, 316.8842373820321, 38.667548458612146, 306.59893162448043, 203.17230222429043, 119.06844838046072, 346.6236376404104, 231.19803170263185, 163.2451268932864, 47.94976723180116, 279.7990407589896, 180.536532039162, 136.34770534286963, 42.451132690047416, 372.4693195236232, 239.04001041059382, 35.1202751565088, 123.63597291120095, 353.6175888452681, 226.19803170263185, 347.3579619728762, 42.94976723180116, 278.573202146139, 199.7546540598605, 148.83221031425, 117.48609654489064, 80.68620567939979, 239.23311023609858, 231.19803170263185, 131.34770534286963, 0.0, 313.38901992639603, 194.2241926303368, 203.06094467354342, 216.7486052647182, 64.93609293676582, 300.8646072920146, 309.408194741075, 0.0, 153.99562371146476, 325.4605404224594, 39.81581778025702, 42.45113269004651, 199.2241926303368, 330.4605404224585, 0.0, 168.05202706778255, 348.61758884526716, 194.11283507958797, 69.93609293676491, 190.5365320391611, 0.0, 0.0, 186.2833430042956, 146.86898358054896, 66.8245968814208, 0.0, 279.79904075898776, 122.48609654489155, 80.68620567939979, 354.8340046138328, 234.23311023609676, 64.93609293676491, 231.19803170263185, 0.0, 245.41615372333035, 71.11868114865865, 34.81581778025611, 131.34770534287054, 163.99562371146385, 105.16466185563695, 273.64916439267836, 258.4529269896302, 159.29701729933186, 346.62363764040856, 175.5365320391611, 45.759030348395754, 203.17230222429134, 185.5365320391611, 71.8245968814208, 0.0, 357.3579619728753, 0.0, 306.5989316244795, 221.19803170263185, 171.08710560124746, 85.40089992184767, 33.667548458612146, 71.8245968814208, 0.0, 0.0, 73.89611737748419, 122.48609654489155, 33.667548458612146, 194.11283507958797, 309.91931591549655, 241.1220694560925, 269.79904075898776, 301.5989316244795, 221.19803170263185, 128.63597291120095, 347.4693195236232, 154.29701729933186, 108.7119351577403, 50.66149966347075, 87.8769425628052, 332.24075060475116, 0.0, 268.64916439267836, 280.9378872363486, 163.99562371146385, 75.04438669912815, 0.0, 359.33537007207815, 314.91931591549655, 316.5989316244795, 231.19803170263185, 37.45113269004651, 352.05656838500727, 365.5808155789673, 361.52610695548356, 283.2166889234195, 246.1220694560925, 123.63597291120095, 33.667548458612146, 0.0, 311.5989316244795, 38.667548458612146, 284.79904075898776, 74.93609293676491, 362.3579619728753, 86.4205300118665, 0.0, 81.11868114865865, 273.21668892342495, 171.08710560124746, 0.0, 292.12047544824236, 199.11283507958797, 66.82459688142262, 40.759030348395754, 164.29701729933004, 306.8842373820371, 357.469319523625, 224.23311023609858, 341.6236376404122, 180.53653203916474, 285.93788723635225, 130.3280752528517, 255.41615372333035, 71.11868114865865, 179.2974725746717, 0.0, 367.0565683850109, 305.86460729201644, 328.38901992639876, 42.45113269004651, 239.04001041059382, 355.58081557897094, 41.704321724912006, 0.0, 321.1664561552243, 357.3579619728771, 193.17230222429498, 354.83400461383644, 234.98322297873165, 138.83221031425273, 35.120275156510615, 260.9374319610106, 133.63597291120095, 194.11283507958797, 0.0, 231.1980317026355, 87.8769425628052, 288.57320214614083, 227.98766472921125, 192.53048324402334, 45.759030348395754, 357.469319523625, 0.0, 316.59893162448134, 359.83400461383644, 280.93788723635225, 81.11868114865865, 269.16028556710444, 198.17230222429498, 0.0, 321.1664561552243, 30.120275156510615, 356.6236376404122, 231.1980317026355, 80.40089992184585, 239.98322297873165, 185.53653203916474, 241.12206945609432, 42.94976723179934, 346.6236376404122, 185.53653203916474, 122.48609654489337, 123.63597291120095, 78.89611737748419, 362.3579619728771, 203.06094467354706, 0.0, 240.41615372333035, 45.66149966347075, 333.38901992639876, 556.2807610153468, 194.2241926303359, 116.64041466168055, 0.0, 349.3353700720836, 351.5261069554872, 304.40819474107775, 275.93788723635225, 245.41615372333035, 194.2241926303359, 69.93609293676855, 50.66149966347075, 314.40819474107775, 346.5261069554872, 263.649164392682, 37.45113269004651, 189.2241926303359, 50.66149966347075, 247.9881200045529, 120.3280752528517, 749.3417056888939, 268.649164392682, 0.0, 328.38901992639876, 1044.9864283310962, 355.58081557897094, 314.40819474107775, 283.21668892342495, 42.94976723179934, 103.71193515774212, 314.9193159155002, 49.927175331005856, 226.7486052647182, 704.4056127521253, 76.11868114865865, 442.40541246039356, 192.53048324402334, 47.94976723179934, 209.7546540598596, 407.28513730388295, 148.83221031425273, 157.3019143251513, 130.3280752528517, 260.41615372333035, 186.28334300429924, 187.53048324402334, 211.0017942995837, 176.08710560124746, 159.29701729933004, 153.24512689328913, 344.83400461383644, 204.7546540598596, 71.82459688142262]"
2,5,89.00871974892982,301,"[80.68620567939976, 206.00179429958268, 33.66754845861249, 306.5989316244805, 203.1723022242906, 239.98322297873233, 159.29701729933265, 73.89611737748464, 66.82459688142103, 0.0, 346.6236376404105, 236.19803170263276, 91.4205300118656, 352.0565683850084, 351.52610695548515, 268.64916439267995, 91.4205300118656, 362.0565683850084, 194.22419263033726, 328.3890199263951, 153.99562371146476, 503.6323873714118, 290.64472264220194, 0.0, 176.28334300429742, 35.22856891887204, 239.04001041059382, 151.16306784778862, 402.28513730387976, 92.36582138838185, 199.11283507958933, 148.83221031425046, 351.6236376404099, 193.06094467354296, 0.0, 0.0, 0.0, 360.58081557896776, 45.66149966346984, 364.33537007207906, 71.11868114865956, 300.8646072920146, 237.98812000454745, 125.32807525285261, 365.5808155789682, 222.98766472920943, 146.86898358054987, 71.8245968814208, 90.68620567939979, 199.1128350795898, 231.19803170263185, 198.17230222429043, 123.63597291120095, 42.94976723180116, 0.0, 148.83221031425, 169.2974725746708, 0.0, 199.2241926303368, 186.28334300429742, 30.120275156508796, 133.63597291120095, 164.29701729933277, 138.83221031425, 176.08710560124837, 327.24075060475116, 108.71193515774121, 311.59893162448043, 117.48609654489064, 0.0, 124.06844838046072, 239.98322297873256, 256.1220694560916, 176.08710560124837, 124.06844838046072, 45.66149966346984, 316.88423738203164, 280.9378872363486, 116.3472500675316, 274.1602855671026, 146.86898358054987, 80.68620567939979, 278.573202146139, 224.23311023609858, 180.536532039162, 203.17230222429134, 159.29701729933186, 73.89611737748419, 351.62363764040947, 322.24075060475116, 159.29701729933186, 0.0, 346.62363764040856, 45.759030348395754, 42.94976723180116, 74.93609293676491, 592.8216693430404, 369.8340046138328, 199.2241926303359, 320.4605404224585, 304.4081947410741, 318.3890199263951, 216.7486052647182, 125.3280752528517, 146.86898358054896, 449.7362699939258, 332.24075060475116, 279.79904075898776, 224.23311023609676, 175.5365320391611, 288.573202146139, 171.08710560124746, 119.06844838045981, 68.89611737748419, 0.0, 218.17230222429134, 229.040010410592, 64.93609293676491, 299.4081947410741, 211.7486052647182, 181.2833430042956, 105.16466185563695, 305.8646072920128, 87.36582138838276, 124.06844838045981, 0.0, 356.62363764040856, 354.8340046138328, 124.06844838045981, 73.89611737748419, 324.91931591549655, 35.1202751565088, 0.0, 0.0, 341.62363764040856, 199.7546540598596, 119.06844838045981, 362.4693195236232, 231.19803170263185, 322.24075060475116, 114.06844838045981, 103.7119351577403, 304.91931591549655, 39.92717533100404, 256.1220694560925, 0.0, 325.4605404224585, 146.1630678477868, 44.92717533100404, 335.4605404224585, 141.1630678477868, 125.3280752528517, 357.05656838500727, 116.3472500675307, 75.04438669912815, 355.5808155789673, 90.68620567939979, 322.24075060475116, 311.5989316244795, 226.19803170263185, 0.0, 327.24075060475116, 194.2241926303359, 325.4605404224585, 0.0, 368.61758884526716, 125.3280752528517, 37.45113269004651, 367.4693195236232, 358.61758884526716, 332.3490443671144, 244.98322297873165, 224.23311023609676, 266.9570620510276, 42.94976723179934, 322.24075060475116, 108.71193515774212, 351.6236376404122, 76.82459688142262, 260.41615372333035, 34.81581778025793, 176.28334300429924, 351.5261069554872, 325.4605404224603, 239.04001041059382, 75.04438669912997, 304.40819474107775, 85.68620567940161, 357.469319523625, 229.23311023609858, 143.83221031425273, 0.0, 0.0, 288.57320214614083, 138.83221031425273, 327.240750604753, 199.7546540598596, 352.3579619728771, 40.759030348395754, 311.8842373820371, 367.469319523625, 234.23311023609858, 158.24512689328913, 306.8842373820371, 0.0, 119.068448380458, 35.120275156510615, 346.6236376404122, 76.11868114865865, 330.4605404224603, 315.86460729201644, 187.53048324402334, 128.1248517367785, 0.0, 351.6236376404122, 39.927175331005856, 359.83400461383644, 280.93788723635225, 0.0, 216.7486052647182, 80.04438669912997, 158.24512689328913, 42.94976723179934, 274.7990407589896, 301.8842373820371, 241.12206945609432, 176.08710560124746, 124.068448380458, 148.83221031425273, 322.240750604753, 204.7546540598596, 189.11283507958797, 108.71193515774212, 117.48609654489337, 309.9193159155002, 347.3579619728771, 261.95706205103124, 317.240750604753, 204.7546540598596, 124.068448380458, 113.71193515774212, 34.81581778025793, 45.66149966347075, 121.3472500675307, 315.86460729201644, 233.2895135924191, 278.57320214614083, 204.7546540598596, 194.11283507958797, 0.0, 266.95706205103124, 214.7546540598596, 159.29701729933004, 73.89611737748419, 66.82459688142262, 80.68620567940161, 78.89611737748419, 198.06094467354706, 91.4205300118665, 407.28513730388295, 351.5261069554872, 45.759030348395754, 349.3353700720836, 168.05202706778437, 321.1664561552243, 90.40089992184585, 0.0, 66.82459688142262, 123.63597291120095, 114.068448380458, 117.48609654489337, 311.8842373820371, 279.7990407589896, 311.59893162448134, 226.1980317026355, 241.12206945609432, 161.08710560124746, 73.89611737748419, 0.0, 357.3579619728771, 332.240750604753, 0.0, 133.83221031425273, 316.59893162448134, 85.68620567940161, 0.0, 265.9374319610106, 175.53653203916474, 204.7546540598596, 154.29701729933004, 175.53653203916474, 85.68620567940161, 0.0, 317.240750604753, 311.8842373820371, 82.8769425628052, 347.0565683850109, 325.4605404224603, 156.16306784778862, 82.36582138838276, 203.06094467354706, 274.7990407589896, 30.120275156510615, 260.9374319610106]"
3,4,89.00871974892982,300,"[0.0, 42.94976723180088, 282.12047544824236, 112.48609654489093, 349.8340046138329, 73.89611737748464, 219.23311023609847, 341.62363764041027, 208.17230222429066, 0.0, 113.71193515774166, 34.81581778025679, 361.6236376404105, 211.74860526471798, 125.32807525285239, 156.16306784778885, 146.8689835805501, 117.4860965448911, 284.7990407589896, 199.1128350795898, 344.83400461383303, 42.949767231800706, 317.24075060475093, 43.6675484586126, 279.7990407589891, 0.0, 237.98812000454745, 179.29747257467034, 0.0, 151.16306784778862, 256.12206945609114, 356.6236376404099, 260.93743196101013, 180.53653203916247, 112.48609654489064, 40.7590303483953, 85.40089992184767, 0.0, 157.30191432514766, 0.0, 131.34770534286963, 0.0, 222.98766472920943, 50.759030348395754, 42.94976723180116, 363.6175888452681, 108.71193515774121, 0.0, 0.0, 357.4693195236232, 117.48609654489064, 352.3579619728762, 309.9193159154984, 270.9374319610106, 221.19803170263185, 117.48609654489064, 0.0, 175.536532039162, 66.8245968814208, 321.59893162448043, 128.63597291120095, 33.667548458612146, 224.23311023609858, 322.24075060475116, 119.06844838046072, 304.9193159154984, 349.8340046138328, 283.573202146139, 161.08710560124837, 73.89611737748419, 357.3579619728762, 45.759030348395754, 208.17230222429043, 124.06844838046072, 216.19803170263185, 45.759030348395754, 288.573202146139, 194.1128350795898, 175.536532039162, 133.63597291120095, 362.4693195236232, 265.9374319610106, 112.48609654489064, 271.9570620510276, 0.0, 249.98322297873256, 306.88423738203164, 198.17230222429134, 161.08710560124746, 154.29701729933186, 180.5365320391611, 85.68620567939979, 42.94976723180116, 293.573202146139, 33.667548458612146, 208.17230222429134, 211.7486052647182, 37.45113269004651, 0.0, 361.52610695548356, 39.92717533100404, 174.2974725746717, 212.9876647292076, 44.92717533100404, 323.3890199263951, 330.4605404224585, 263.64916439267836, 152.30191432514766, 0.0, 131.34770534287054, 70.04438669912815, 181.2833430042956, 161.08710560124746, 327.3490443671144, 78.89611737748419, 0.0, 316.5989316244795, 126.34770534287054, 0.0, 0.0, 244.040010410592, 76.8245968814208, 86.4205300118665, 0.0, 0.0, 151.1630678477868, 198.17230222429134, 0.0, 0.0, 304.91931591549655, 260.93743196100877, 78.89611737748419, 351.62363764040856, 270.93743196100877, 247.98812000454745, 285.6447226422024, 234.040010410592, 176.2833430042956, 237.98812000454745, 179.2974725746717, 274.1602855671008, 354.33537007207815, 44.92717533100404, 0.0, 323.3890199263951, 50.66149966347075, 44.92717533100404, 657.7012910272097, 372.05656838500727, 268.64916439267836, 353.61758884526716, 161.08710560124746, 38.667548458612146, 352.4693195236232, 362.3579619728753, 203.17230222429134, 0.0, 123.63597291120095, 76.8245968814208, 39.92717533100404, 364.8340046138328, 216.7486052647182, 35.22856891887204, 268.64916439267836, 317.3490443671144, 229.98322297873165, 133.8322103142491, 250.93743196100877, 85.68620567939979, 42.94976723180116, 0.0, 437.4054124603881, 271.9570620510276, 274.7990407589896, 133.83221031425273, 260.9374319610106, 161.08710560124746, 312.240750604753, 0.0, 0.0, 402.28513730388295, 521.3535856843409, 71.82459688142262, 311.59893162448134, 276.95706205103124, 133.63597291120095, 69.93609293676855, 185.53653203916474, 352.3579619728771, 245.41615372333035, 239.04001041059382, 66.82459688142262, 268.649164392682, 278.21668892342495, 52.94976723179934, 249.98322297873165, 163.24512689328913, 364.83400461383644, 128.63597291120095, 114.068448380458, 108.71193515774212, 71.82459688142262, 40.759030348395754, 85.40089992184585, 193.06094467354706, 359.83400461383644, 355.58081557897094, 269.16028556710444, 181.28334300429924, 106.64041466168055, 136.34770534287236, 106.3472500675307, 310.86460729201644, 242.9881200045529, 211.7486052647182, 158.99562371146385, 71.11868114865865, 69.93609293676855, 37.45113269004651, 290.6447226422024, 234.04001041059382, 106.64041466168055, 136.34770534287236, 44.927175331005856, 42.45113269004651, 268.21668892342495, 168.05202706778437, 0.0, 138.83221031425273, 356.6236376404122, 0.0, 208.17230222429498, 0.0, 143.83221031425273, 71.82459688142262, 219.23311023609858, 138.83221031425273, 30.120275156510615, 336.6236376404122, 68.89611737748419, 0.0, 314.9193159155002, 265.9374319610106, 351.6236376404122, 76.82459688142262, 311.59893162448134, 45.66149966347075, 354.83400461383644, 158.99562371146385, 35.22856891887204, 181.28334300429924, 42.94976723179934, 244.98322297873165, 362.16486214737233, 0.0, 276.95706205103124, 173.24512689328913, 76.11868114865865, 305.86460729201644, 163.24512689328913, 0.0, 123.63597291120095, 363.6175888452708, 0.0, 173.24512689328913, 321.8842373820371, 158.99562371146385, 76.11868114865865, 321.1664561552243, 283.57320214614083, 166.08710560124746, 68.89611737748419, 224.23311023609858, 0.0, 251.12206945609432, 174.2974725746717, 75.04438669912997, 181.28334300429924, 0.0, 168.24512689328913, 156.16306784778862, 36.704321724912006, 356.5261069554872, 80.68620567940161, 321.1664561552243, 73.89611737748419, 275.9374319610106, 85.68620567940161, 119.068448380458, 362.469319523625, 108.71193515774212, 71.82459688142262, 0.0, 0.0, 316.59893162448134, 288.57320214614083, 0.0, 199.7546540598596, 265.9374319610106, 357.469319523625, 239.98322297873165, 68.89611737748419, 255.9374319610106]"
4,6,89.00871974892982,297,"[123.12485173677753, 166.08710560124783, 85.40089992184807, 68.89611737748464, 0.0, 166.08710560124769, 312.2407506047511, 221.19803170263253, 283.5732021461388, 33.6675484586126, 244.98322297873267, 30.120275156509024, 352.3579619728764, 80.40089992184812, 346.6236376404106, 71.82459688142103, 364.8340046138335, 351.6236376404106, 306.59893162448066, 256.95706205102783, 40.7590303483953, 0.0, 246.12206945609137, 0.0, 0.0, 0.0, 362.46931952362274, 138.83221031425046, 40.7590303483953, 251.12206945609114, 119.06844838046027, 68.89611737748464, 0.0, 133.83221031425046, 341.6236376404099, 255.93743196101013, 80.68620567939979, 236.12206945609114, 80.40089992184767, 50.66149966346984, 321.8842373820321, 362.0565683850082, 259.1602855671026, 176.28334300429742, 187.5304832440197, 164.29701729933277, 402.2851373038802, 143.83221031425, 351.6236376404104, 232.98812000454745, 111.3472500675316, 392.2851373038802, 280.9378872363486, 295.6447226422024, 274.1602855671026, 708.1497445958948, 222.98766472920943, 96.4205300118656, 44.92717533100404, 290.9378872363486, 141.86898358054987, 92.36582138838185, 314.408194741075, 0.0, 176.08710560124837, 185.536532039162, 0.0, 163.2451268932864, 149.29701729933277, 226.19803170263185, 198.17230222429043, 68.89611737748419, 341.6236376404104, 260.9374319610106, 112.48609654489064, 33.667548458612146, 154.29701729933277, 361.6236376404104, 241.1220694560916, 234.98322297873256, 154.29701729933277, 73.89611737748419, 0.0, 0.0, 0.0, 158.99562371146476, 198.17230222429134, 0.0, 326.16645615522066, 38.667548458612146, 284.79904075898776, 0.0, 0.0, 362.05656838500727, 330.4605404224585, 275.9378872363486, 199.2241926303359, 116.3472500675307, 325.4605404224585, 316.16645615522066, 332.3490443671144, 73.89611737748419, 314.91931591549655, 352.3579619728753, 199.7546540598596, 357.4693195236232, 189.11283507958797, 0.0, 359.8340046138328, 327.24075060475116, 204.7546540598596, 33.667548458612146, 256.1220694560925, 159.29701729933186, 314.91931591549655, 226.19803170263185, 117.48609654489155, 274.79904075898776, 108.7119351577403, 357.3579619728753, 0.0, 322.24075060475116, 113.7119351577403, 346.62363764040856, 193.17230222429134, 166.08710560124746, 159.29701729933186, 231.19803170263185, 85.68620567939979, 246.1220694560925, 154.29701729933186, 281.9570620510276, 322.24075060475116, 234.98322297873165, 214.23311023609676, 266.9570620510276, 0.0, 246.1220694560925, 68.89611737748419, 284.79904075898776, 402.2851373038793, 0.0, 356.62363764040856, 175.5365320391611, 311.5989316244795, 194.11283507958797, 309.91931591549655, 30.120275156508796, 180.5365320391611, 85.68620567939979, 68.89611737748419, 199.11283507958797, 45.66149966347075, 39.92717533100404, 327.24075060475116, 187.5304832440197, 314.4081947410741, 367.1648621473705, 279.79904075898776, 143.8322103142491, 357.3579619728753, 198.06094467354342, 174.2974725746717, 37.45113269004651, 163.99562371146385, 0.0, 163.2451268932873, 0.0, 0.0, 279.79904075898776, 283.573202146139, 166.08710560124746, 113.71193515774212, 30.120275156510615, 316.59893162448134, 239.98322297873165, 189.11283507958797, 301.8842373820371, 198.17230222429498, 279.7990407589896, 265.9374319610106, 180.53653203916474, 112.48609654489337, 0.0, 42.94976723179934, 138.83221031425273, 30.120275156510615, 47.94976723179934, 171.08710560124746, 33.667548458612146, 66.82459688142262, 0.0, 171.08710560124746, 221.1980317026355, 176.08710560124746, 367.469319523625, 311.59893162448134, 354.83400461383644, 87.8769425628052, 0.0, 313.38901992639876, 106.64041466168055, 82.8769425628052, 614.0337425686012, 360.58081557897094, 181.28334300429924, 105.16466185564059, 292.12047544824236, 124.068448380458, 0.0, 148.83221031425273, 351.6236376404122, 85.40089992184585, 204.7546540598596, 311.8842373820371, 42.94976723179934, 288.57320214614083, 341.6236376404122, 117.48609654489337, 349.83400461383644, 279.7990407589896, 224.23311023609858, 321.8842373820371, 208.17230222429498, 133.63597291120095, 80.40089992184585, 43.667548458612146, 203.06094467354706, 106.3472500675307, 315.4605404224603, 300.86460729201644, 131.34770534287236, 285.93788723635225, 125.3280752528517, 111.3472500675307, 105.16466185564059, 253.4529269896302, 0.0, 224.23311023609858, 346.6236376404122, 127.48609654489337, 260.41615372333035, 244.04001041059382, 181.28334300429924, 0.0, 316.1664561552243, 274.7990407589896, 0.0, 265.9374319610106, 180.53653203916474, 164.29701729933004, 138.83221031425273, 397.28513730388295, 158.24512689328913, 124.068448380458, 239.98322297873165, 66.82459688142262, 266.95706205103124, 176.08710560124746, 33.667548458612146, 159.29701729933004, 256.1220694560943, 87.8769425628052, 290.6447226422024, 141.8689835805526, 268.649164392682, 138.1248517367785, 128.63597291120095, 311.59893162448134, 45.66149966347075, 359.83400461383644, 0.0, 293.57320214614083, 234.04001041059382, 238.2895135924191, 307.12047544824236, 249.98322297873165, 260.9374319610106, 306.8842373820371, 278.57320214614083, 114.068448380458, 269.7990407589896, 236.1980317026355, 173.24512689328913, 96.4205300118665, 0.0, 194.2241926303359, 106.64041466168055, 50.66149966347075, 163.99562371146385, 136.8689835805526, 82.36582138838276, 304.40819474107775, 42.94976723179934, 143.83221031425273, 356.6236376404122, 76.82459688142262, 163.99562371146385, 0.0, 360.58081557897094]"
